player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Jacob J.Ramsey,Newcastle,MID,5.3,3,1,1.0,0.2,0,0,79,0,2,0,0,0,0,0,0,0,17.6,54.1,7.0,7.9,0.3,0,0.1,0.6,14108,61967,481,495,-0.2,0.2,0.0,0.0,0.03,0.13,0.16,1.05,1,1,1,7,9,10.25,,352,163,152,103,317,170,307,152,,,,,,,0.03,0.0,0.15,0.18,1.2,2.28,208,133,357,173,396,192,351,119,1.14,0.0
Giorgi Mamardashvili,Liverpool,GKP,4.3,3,1,1.5,0.9,0,0,180,0,4,0,0,0,6,0,0,0,46.0,0.0,0.0,4.6,1.0,0,0.2,0.7,79097,43674,6560,2932,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.34,2,0,4,22,0,0.0,,263,24,532,66,501,54,344,25,,,,,,,0.0,3.0,0.0,0.0,1.17,2.0,599,38,239,20,310,26,190,26,1.0,0.0
Diego Coppola,Brighton,DEF,4.3,3,1,1.0,0.1,0,0,17,0,1,0,0,0,0,0,0,0,7.8,0.1,0.0,0.8,0.3,0,0.1,0.7,1208,4836,48,134,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0,0,4,1,4,21.18,,382,141,400,144,503,211,405,143,,,,,,,0.0,0.0,0.0,0.0,1.11,5.29,604,155,327,113,360,127,563,205,0.0,0.0
Armando Broja,Burnley,FWD,5.3,3,0,1.0,0.1,0,0,42,0,4,0,0,0,0,0,0,0,6.2,0.9,2.0,1.0,0.7,0,0.1,0.6,9198,22654,361,756,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.11,0,2,1,0,3,6.43,,387,37,380,42,361,45,401,43,,,,,,,0.0,0.0,0.0,0.0,4.52,8.57,210,45,306,34,397,43,420,60,0.0,0.0
Ki-Jana Hoever,Wolves,DEF,4.0,3,1,1.0,1.0,0,0,129,0,5,0,0,0,0,0,0,0,32.8,38.8,9.0,8.1,0.3,0,0.1,0.8,23211,153925,175,2928,0.0,0.0,0.0,0.0,0.02,0.25,0.27,2.85,2,2,9,4,11,7.67,,299,114,201,56,299,102,300,101,,,,,,,0.01,0.0,0.17,0.18,1.99,3.49,645,172,322,108,355,123,175,65,1.4,0.0
Freddie Potts,West Ham,MID,4.4,3,0,1.0,0.7,0,0,105,0,3,0,0,0,0,0,0,0,15.4,3.7,2.0,2.1,0.7,0,0.2,0.7,57927,65694,814,2592,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,2.17,0,3,4,3,10,8.57,,359,168,355,185,354,183,385,183,,,,,,,0.0,0.0,0.01,0.01,1.86,2.57,540,304,284,139,363,171,204,67,0.0,0.0
Issa Diop,Fulham,DEF,4.4,3,1,1.5,0.1,0,0,133,0,3,0,0,0,0,1,0,0,21.4,1.2,4.0,2.7,1.0,0,0.2,0.7,1955,5432,98,144,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,1.92,1,2,12,4,14,9.47,,338,126,376,134,336,118,378,134,,,,,,,0.0,0.0,0.01,0.01,1.3,2.03,513,124,242,82,313,111,524,191,0.68,0.0
Antonee Robinson,Fulham,DEF,5.0,3,0,1.0,0.6,0,0,61,0,0,0,0,0,0,0,0,0,13.6,22.8,4.0,4.1,0.3,0,0.1,0.6,54160,97600,56,7567,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.23,0,0,2,1,2,2.95,Knee injury - Unknown return date,365,136,260,84,344,123,355,122,,,,,,,0.0,0.0,0.12,0.12,0.34,0.0,249,38,349,122,389,134,221,83,0.0,0.0
Tyler Dibling,Everton,MID,5.5,3,0,0.8,0.0,0,0,62,0,1,0,0,0,0,1,0,0,3.0,1.1,2.0,0.5,0.7,0,0.1,0.5,3963,2855,130,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1,2,0,5,7,10.16,,406,191,377,193,365,189,415,197,,,,,,,0.0,0.0,0.0,0.0,2.38,1.45,154,98,311,150,423,203,643,267,1.45,0.0
Jorrel Hato,Chelsea,DEF,4.8,3,0,0.8,0.2,0,0,166,0,2,0,0,0,0,2,0,0,24.0,3.3,6.0,3.2,1.0,0,0.2,0.6,8119,28757,316,750,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,2.51,2,2,6,5,8,4.34,,327,123,359,127,327,114,369,130,,,,,,,0.0,0.0,0.01,0.01,1.36,1.08,380,67,249,86,420,139,369,133,1.08,0.0
Jean-Clair Todibo,West Ham,DEF,4.3,2,1,0.7,0.1,0,0,216,0,7,0,0,0,0,0,0,0,43.6,4.1,2.0,5.0,0.3,0,0.1,0.5,3687,9940,146,260,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,4.57,3,6,13,6,19,7.92,,273,104,352,122,352,128,337,114,,,,,,,0.0,0.0,0.0,0.0,1.9,2.92,600,153,325,111,425,142,470,173,1.25,0.0
Dominic Solanke,Spurs,FWD,7.2,2,0,1.0,1.0,0,0,31,0,0,0,0,0,0,0,0,0,6.0,0.3,25.0,3.1,0.0,0,0.0,0.3,28439,432718,87,2094,-0.3,0.3,0.0,0.0,0.2,0.0,0.2,0.22,0,1,2,0,3,8.71,Ankle injury - 25% chance of playing,390,38,399,47,234,36,371,38,,,,,2.0,,0.58,0.0,0.0,0.58,0.64,0.0,31,14,739,80,414,50,176,27,0.0,0.0
Lewis Cook,Bournemouth,MID,4.9,2,1,1.0,0.0,0,0,5,0,1,0,0,0,0,0,0,0,5.2,0.4,0.0,0.6,0.3,0,0.1,0.4,2038,2045,237,99,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.46,0,1,2,0,3,54.0,,393,184,394,199,657,280,411,194,2.0,,,,,,0.0,0.0,0.0,0.0,26.28,18.0,299,187,343,161,382,183,658,277,0.0,0.0
Andrew Robertson,Liverpool,DEF,5.8,2,0,0.7,1.0,0,0,117,0,3,0,0,0,0,0,0,0,43.8,82.7,38.0,16.5,0.3,0,0.1,0.3,19040,88267,372,2384,-0.2,0.2,0.0,0.0,0.13,0.42,0.55,1.76,0,1,7,3,8,6.15,,271,103,92,21,188,47,202,66,4.0,,,,,,0.1,0.0,0.32,0.42,1.35,2.31,111,7,364,125,428,145,179,67,0.0,0.0
Ross Barkley,Aston Villa,MID,4.8,2,1,1.0,0.0,0,0,14,0,0,0,0,0,0,0,0,0,2.4,1.6,7.0,1.1,0.7,0,0.1,0.4,1005,7407,250,112,-0.2,0.2,0.0,0.0,0.16,0.0,0.16,0.23,0,1,1,2,4,25.71,,410,193,374,192,311,164,398,189,,,,,,,1.03,0.0,0.0,1.03,1.48,0.0,358,224,294,141,374,176,600,238,0.0,0.0
Matt Doherty,Wolves,DEF,4.4,2,2,0.5,0.1,0,0,291,0,6,0,0,0,0,3,0,0,49.4,21.8,4.0,7.6,0.7,0,0.2,0.5,3278,13179,78,230,-0.1,0.1,0.0,0.0,0.07,0.05,0.12,5.09,4,8,18,11,26,8.04,,255,98,264,86,335,117,310,103,,,,,,,0.02,0.0,0.02,0.04,1.57,1.86,495,108,282,94,429,146,448,169,1.24,0.0
Nicolò Savona,Nott'm Forest,DEF,4.5,2,1,0.7,0.0,0,0,159,0,5,0,0,0,0,0,0,0,24.6,14.6,4.0,4.3,0.7,0,0.2,0.4,1345,959,41,82,0.0,0.0,0.0,0.0,0.0,0.05,0.05,4.43,1,4,5,7,9,5.09,,325,122,296,100,338,120,348,119,,,,,,,0.0,0.0,0.03,0.03,2.51,2.83,442,97,291,100,427,144,680,232,0.57,0.0
Séamus Coleman,Everton,DEF,4.3,2,0,1.0,0.1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.5,3901,11175,122,365,-0.2,0.2,-0.1,0.1,0.0,0.0,0.0,0.24,0,0,0,0,0,0.0,,540,216,525,215,493,207,543,216,,,,,,,0.0,0.0,0.0,0.0,10.8,0.0,588,146,323,109,358,126,434,161,0.0,0.0
Merlin Röhl,Everton,MID,5.0,2,1,1.0,0.0,0,0,44,0,0,0,0,0,0,0,0,0,5.4,12.4,7.0,2.5,0.3,0,0.1,0.4,375,397,30,12,0.0,0.0,0.0,0.0,0.06,0.0,0.06,1.09,0,3,1,4,8,16.36,,392,183,313,171,316,169,381,180,,,,,,,0.12,0.0,0.0,0.12,2.23,0.0,284,176,351,168,391,188,723,317,0.0,0.0
Dwight McNeil,Everton,MID,5.6,2,1,1.0,0.1,0,0,23,0,0,0,0,0,0,0,0,0,0.0,11.5,8.0,1.8,0.3,0,0.1,0.4,6060,37631,376,464,-0.4,0.4,0.0,0.0,0.24,0.0,0.24,1.81,0,0,0,0,0,0.0,,730,322,318,173,307,163,388,185,1.0,,,,,,0.94,0.0,0.0,0.94,7.08,0.0,131,85,363,176,406,199,422,142,0.0,0.0
Álex A.Jimenez,Bournemouth,DEF,4.5,2,1,0.4,0.0,0,0,223,0,5,0,0,0,0,3,0,0,33.6,20.4,15.0,6.9,0.7,0,0.2,0.4,2003,1025,131,110,0.0,0.0,0.0,0.0,0.05,0.08,0.13,4.94,3,7,8,8,15,6.05,,298,113,272,89,273,84,318,106,,,,,,,0.02,0.0,0.03,0.05,1.99,2.02,455,100,293,101,431,148,657,223,1.21,0.0
Callum Marshall,West Ham,FWD,4.4,2,1,1.0,0.7,0,0,58,0,2,0,0,0,0,0,0,0,1.2,0.1,7.0,0.8,0.7,0,0.2,0.5,46276,63912,1231,2610,-0.1,0.1,0.0,0.0,0.13,0.0,0.13,1.55,0,0,2,1,3,4.66,,417,45,401,48,310,42,406,44,,,,,,,0.2,0.0,0.0,0.2,2.41,3.1,571,76,286,32,366,38,202,33,0.0,0.0
Dan Neil,Sunderland,MID,4.8,2,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.3,0,0.1,0.4,728,2612,51,72,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0,0,2,0,2,90.0,,413,195,666,284,648,276,422,200,,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,368,230,340,159,377,179,622,253,0.0,0.0
Christantus Uche,Crystal Palace,FWD,5.5,2,0,1.0,0.0,0,0,7,0,1,0,0,0,0,0,0,0,3.4,0.8,19.0,2.3,0.3,0,0.1,0.4,4826,2976,191,296,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.73,0,0,0,1,1,12.86,,403,41,383,43,255,39,383,40,,,,,,,0.13,0.0,0.0,0.13,9.39,12.86,159,40,362,41,405,45,627,77,0.0,0.0
Joe Gomez,Liverpool,DEF,4.9,2,0,1.0,0.1,0,0,29,0,1,0,0,0,0,0,0,0,14.6,0.5,0.0,1.5,0.0,0,0.0,0.4,6487,9784,221,451,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0,0,8,1,8,24.83,,362,135,389,140,660,237,394,140,,,,,,,0.0,0.0,0.0,0.0,0.93,3.1,303,47,652,231,383,133,410,153,0.0,0.0
Jenson Seelt,Sunderland,DEF,4.0,2,0,1.0,0.1,0,0,133,0,2,0,0,0,0,0,0,0,33.6,2.4,0.0,3.6,0.0,0,0.0,0.5,3016,20702,0,373,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.33,1,4,8,6,12,8.12,has joined Wolfsburg on loan for the rest of the season.,297,112,369,131,470,191,364,127,,,,,,,0.0,0.0,0.01,0.01,0.9,1.35,678,191,470,185,356,124,431,159,0.68,0.0
Bradley Burrowes,Aston Villa,MID,4.5,1,0,1.0,0.1,0,0,16,0,1,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,6902,4808,109,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,1,1,5.62,,664,280,397,200,637,271,667,281,,,,,,,0.0,0.0,0.0,0.0,5.06,5.62,488,293,630,261,373,175,513,180,0.0,0.0
Arthur Masuaku,Sunderland,DEF,3.9,1,0,0.3,0.8,0,0,125,0,2,0,0,0,0,1,0,0,21.8,20.1,7.0,4.9,0.0,0,0.0,0.3,38219,36810,6863,2539,-0.1,0.1,0.0,0.0,0.07,0.08,0.15,2.09,2,4,6,3,10,7.2,,336,125,273,90,308,104,340,115,,,,,,,0.05,0.0,0.06,0.11,1.5,1.44,702,209,373,128,432,149,196,74,1.44,0.0
Patrick Roberts,Sunderland,MID,5.4,1,0,1.0,0.0,0,0,27,0,1,0,0,0,0,0,0,0,1.8,7.3,5.0,1.4,0.0,0,0.0,0.2,462,3809,0,32,-0.1,0.1,0.0,0.0,0.03,0.02,0.05,0.66,0,0,0,1,1,3.33,has joined Birmingham City on loan for the rest of the season.,415,196,336,179,332,175,395,187,4.0,,,,2.0,,0.1,0.0,0.07,0.17,2.2,3.33,164,103,699,304,399,194,674,287,0.0,0.0
Jamaal Lascelles,Newcastle,DEF,4.4,1,0,0.5,0.1,0,0,19,0,2,0,0,0,0,0,0,0,10.2,0.0,7.0,1.7,0.0,0,0.0,0.2,1642,5363,49,187,-0.1,0.1,0.0,0.0,0.04,0.0,0.04,0.55,0,0,5,0,5,23.68,,372,139,538,219,309,105,390,138,,,,,,,0.19,0.0,0.0,0.19,2.61,9.47,497,110,504,205,430,147,538,194,0.0,0.0
Taiwo Awoniyi,Nott'm Forest,FWD,5.2,1,1,1.0,0.4,0,0,45,0,0,0,0,0,0,0,0,0,0.0,10.7,1.0,1.1,0.3,0,0.1,0.2,21170,67053,1642,1813,-0.3,0.3,0.0,0.0,0.08,0.02,0.1,0.37,1,1,0,3,4,8.0,,711,74,322,34,369,47,399,42,,,,,,,0.16,0.0,0.04,0.2,0.74,0.0,222,48,352,40,393,42,272,43,2.0,0.0
Saša Kalajdžić,Wolves,FWD,4.9,1,0,1.0,0.1,0,0,14,0,0,0,0,0,0,0,0,0,1.0,4.3,2.0,0.7,0.0,0,0.0,0.2,1691,9135,0,120,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.1,0,0,1,1,2,12.86,has joined LASK on loan for the rest of the season.,421,48,351,38,360,44,409,45,,,,,,,0.0,0.0,0.06,0.06,0.64,0.0,325,55,659,65,385,40,547,71,0.0,0.0
Odsonne Édouard,Crystal Palace,FWD,5.0,1,0,1.0,0.3,0,0,2,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.0,0,0.0,0.2,9044,82730,0,915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0,1,0,0,1,45.0,has joined RC Lens permanently.,414,44,694,73,685,73,423,48,,,,,,,0.0,0.0,0.0,0.0,12.15,0.0,253,51,674,69,390,41,322,52,0.0,0.0
Antoni Milambo,Brentford,MID,5.3,1,0,1.0,0.0,0,0,45,0,3,0,0,0,0,0,0,0,4.0,1.8,0.0,0.6,0.0,0,0.0,0.2,1706,5496,10,306,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,1.49,1,2,0,2,4,8.0,Knee injury - Expected back 01 Jun,399,188,372,191,710,312,413,196,,,,,,,0.0,0.0,0.02,0.02,2.98,6.0,215,134,697,303,398,193,602,239,2.0,0.0
Marcus Edwards,Burnley,MID,4.8,1,0,1.0,0.1,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,3398,9138,54,236,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,668,282,661,281,643,273,671,283,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,360,225,636,263,375,177,561,206,0.0,0.0
Ayden Heaven,Man Utd,DEF,3.9,1,0,1.0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.0,0,0.0,0.3,44658,97629,443,4620,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0,0,1,0,1,30.0,,412,147,441,174,409,166,421,147,,,,,,,0.0,0.0,0.0,0.0,0.9,0.0,741,242,409,158,353,121,174,64,0.0,0.0
Mateo Kovačić,Man City,MID,5.9,1,1,1.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,2.6,0.8,0.0,0.3,0.3,0,0.1,0.2,1703,1399,278,178,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,409,192,384,195,732,323,420,199,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,94,61,366,177,409,200,637,264,0.0,0.0
Christian Nørgaard,Arsenal,MID,5.3,1,1,1.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.1,0.3,0,0.1,0.2,3450,53456,193,449,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,2,180.0,,422,199,712,312,707,310,426,201,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,199,125,355,171,395,191,395,131,0.0,0.0
Romain Esse,Crystal Palace,MID,4.8,1,0,1.0,0.1,0,0,24,0,0,0,0,0,0,0,0,0,4.6,0.4,2.0,0.7,0.0,0,0.0,0.2,7854,20120,210,554,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,0.27,0,2,0,0,2,7.5,,397,187,393,198,359,188,408,193,,,,,,,0.0,0.0,0.04,0.04,1.01,0.0,383,241,647,270,380,182,400,134,0.0,0.0
Jadon Sancho,Aston Villa,MID,5.9,1,0,1.0,0.2,0,0,8,0,0,0,0,0,0,0,0,0,0.8,2.8,7.0,1.1,0.0,0,0.0,0.2,25565,28893,568,808,-0.1,0.1,0.0,0.0,0.02,0.04,0.06,0.0,0,0,0,0,0,0.0,,423,200,364,187,320,171,400,190,,,,,,,0.22,0.0,0.45,0.67,0.0,0.0,101,68,726,320,410,201,371,126,0.0,0.0
Harrison Armstrong,Everton,MID,4.5,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,3524,12846,0,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Preston North End on loan for the rest of the season.,658,275,651,275,631,266,661,276,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,480,287,624,256,372,174,544,199,0.0,0.0
Ben Winterburn,Bournemouth,MID,4.5,1,0,1.0,0.0,0,0,6,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,2964,8683,0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0,0,0,0,0,0.0,has joined Barnet on loan for the rest of the season.,657,274,650,274,630,265,660,275,,,,,,,0.0,0.0,0.0,0.0,4.65,30.0,478,286,623,255,371,173,591,230,0.0,0.0
Sam Byram,Leeds,DEF,3.9,1,0,1.0,0.3,0,0,7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3,17314,18398,193,948,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.79,0,0,0,0,0,0.0,,427,150,407,146,373,136,429,149,,,,,,,0.0,0.0,0.0,0.0,10.16,12.86,703,210,374,129,350,118,328,117,0.0,0.0
Julio Soler,Bournemouth,DEF,4.0,1,0,1.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,8009,17361,169,956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,529,207,514,206,482,198,532,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,690,198,482,192,357,125,344,123,0.0,0.0
Charalampos Kostoulas,Brighton,FWD,4.8,1,1,1.0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.1,0.0,0.1,0.3,0,0.1,0.2,19324,40685,1056,1306,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0,0,0.0,,420,47,403,49,652,68,425,50,,,,,,,0.0,0.0,0.0,0.0,7.2,0.0,384,59,341,39,381,39,313,50,0.0,0.0
Ollie Scarles,West Ham,DEF,4.4,1,1,1.0,0.0,0,0,45,0,1,0,0,0,0,0,0,0,8.0,1.0,0.0,0.9,0.3,0,0.1,0.2,762,2365,45,69,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,1.46,1,1,4,0,5,10.0,,380,140,378,135,547,223,404,142,,,,,,,0.0,0.0,0.02,0.02,2.92,2.0,561,143,333,118,365,129,609,213,2.0,0.0
Facundo Buonanotte,Chelsea,MID,4.8,1,0,1.0,0.1,0,0,45,0,1,0,0,0,0,0,0,0,5.6,25.1,8.0,3.9,0.0,0,0.0,0.2,7427,19428,112,469,-0.2,0.2,0.0,0.0,0.0,0.09,0.09,0.55,1,1,0,2,3,6.0,,391,182,247,149,305,161,360,174,,,,,,,0.0,0.0,0.18,0.18,1.1,2.0,378,237,644,267,379,181,469,157,2.0,0.0
João Pedro Jota,Nott'm Forest,MID,5.4,1,0,1.0,0.0,0,0,11,0,0,0,0,0,0,0,0,0,5.0,0.5,4.0,1.0,0.0,0,0.0,0.2,1029,8334,0,115,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,3,24.55,has joined Besiktas on loan for the rest of the season.,396,186,390,197,347,180,402,191,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,191,119,710,309,401,196,580,220,0.0,0.0
Ashley Barnes,Burnley,FWD,4.4,1,1,1.0,1.4,0,0,7,0,0,0,0,0,0,0,0,0,0.2,0.3,0.0,0.1,0.3,0,0.1,0.2,78128,192881,2708,7313,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.34,0,0,0,1,1,12.86,,425,49,396,45,508,49,424,49,,,,,1.0,,0.0,0.0,0.0,0.0,4.37,0.0,491,67,328,38,361,37,156,25,0.0,0.0
Igor Julio Igor,West Ham,DEF,4.5,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.2,3141,3993,309,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,609,229,601,229,580,227,612,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,410,82,335,120,368,131,539,195,0.0,0.0
Filip Jörgensen,Chelsea,GKP,4.4,1,0,1.0,0.2,0,0,84,0,2,0,0,0,1,0,0,0,9.4,0.0,0.0,0.9,0.0,0,0.0,0.2,9269,16422,146,624,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.79,0,0,2,5,0,0.0,,374,28,565,70,540,60,403,28,,,,,,,0.0,1.07,0.0,0.0,1.92,2.14,553,31,537,77,364,28,370,57,0.0,0.0
Nathaniel Clyne,Crystal Palace,DEF,3.9,1,0,1.0,0.5,0,0,4,0,0,0,0,0,0,0,0,0,3.4,0.5,0.0,0.4,0.0,0,0.0,0.3,15473,36584,364,1453,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,2,45.0,,400,145,387,138,371,134,416,145,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,700,207,371,126,349,117,244,91,0.0,0.0
Kai Havertz,Arsenal,FWD,7.3,1,0,1.0,0.3,0,0,30,0,0,0,0,0,0,0,0,0,2.8,0.8,2.0,0.6,0.0,0,0.0,0.1,8753,107500,58,491,-0.2,0.2,0.0,0.0,0.0,0.01,0.01,0.82,0,0,1,2,3,9.0,Knee injury - Unknown return date,408,43,385,44,366,46,414,46,,,,,,,0.0,0.0,0.03,0.03,2.46,0.0,27,11,740,81,415,51,285,46,0.0,0.0
Randal Kolo Muani,Spurs,FWD,6.9,1,1,1.0,0.2,0,0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,0.1,0.3,0,0.0,0.1,38250,34260,1977,985,-0.1,0.1,0.0,0.0,0.13,0.0,0.13,0.12,0,0,0,0,0,0.0,,741,81,741,81,348,43,427,51,,,,,,,1.06,0.0,0.0,1.06,0.98,0.0,40,16,370,44,413,49,380,56,0.0,0.0
Brayden Clarke,Arsenal,DEF,3.9,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25842,42940,925,1765,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,455,173,435,169,403,161,457,172,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,734,236,403,153,461,173,243,90,0.0,0.0
Willy Boly,Nott'm Forest,DEF,3.9,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24651,31347,714,1561,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,426,149,406,145,372,135,428,148,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,701,208,372,127,433,150,246,93,0.0,0.0
Zak Johnson,Sunderland,DEF,3.9,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14876,15137,580,829,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,446,164,426,160,394,152,448,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,724,226,393,143,452,164,323,115,0.0,0.0
Zeki Amdouni,Burnley,FWD,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,774,4756,43,71,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knee injury - Unknown return date,692,72,687,72,675,72,695,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,345,58,667,68,694,74,644,79,0.0,0.0
Luke O'Nien,Sunderland,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2010,1920,204,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,480,184,463,181,431,173,482,183,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,629,163,429,165,486,184,601,210,0.0,0.0
Timothée Pembele,Sunderland,DEF,3.9,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43098,21930,712,1667,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,438,159,418,155,386,147,440,158,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,716,221,385,138,444,159,253,96,0.0,0.0
